ID da atividade,Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Nome do arquivo,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Bicicleta,Equipamento,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono,Extensão da piscina,Carga de treinamento,Intensidade,Ritmo Ajustado à inclinação média,Tempo do temporizador,Total de ciclos,Recuperação,Com animal de estimação,Competição,Corrida longa,Por uma causa,Com criança,Distância da descida,Total de séries,Total de repetições,Mídia
17192580665,"27 de jan. de 2026, 11:03:41",costas+bíceps 🏋️‍♂️,Treinamento com peso,"",2448,0,,,false,,,activities/18288043797.tcx.gz,,,2448.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,231.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17187123739,"26 de jan. de 2026, 20:27:03",Inferiores 🏋️‍♂️,Treinamento com peso,"",4001,0,,,false,,,activities/18282550120.tcx.gz,,,4001.0,4001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,293.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17176966940,"25 de jan. de 2026, 19:20:32","T17k | Longão 5'07"" 🌳",Corrida,"",5418,"17,61",,,false,,New Balance Propel v5 Propel v5,activities/18272304317.tcx.gz,,,5418.0,5418.0,17610.3,6.22,3.25,156.8,131.4,776.2,842.9,16.2,0.1,,,87.0,83.0,,,,346.0,1273.0,,,,,,,,,,,,348.0,5419.0,0.0,,0.0,,1.0,17858.4,,,,,,,,,,,,,,,,26740046.0,,,,,,,,,,,3.25,1768.5,,,,,0.0,,300.0,141.0,3.296,,,0.0,0.0,,,,,,,,media/1242fd90-ae8f-489c-b2e4-37ad49f2f4e5.jpg
17176966273,"25 de jan. de 2026, 19:13:59",Afternoon Run,Corrida,,364,"1,03",,,false,,Fila Racer Speedzone,activities/18272303919.tcx.gz,,,364.0,361.0,1029.1,7.68,2.851,24.4,9.4,749.0,773.4,14.4,1.3,,,86.0,83.0,,,,300.0,76.0,,,,,,,,,,,,302.0,365.0,,,0.0,,1.0,1096.7,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.827,0.0,,,,,0.0,,15.0,123.0,3.038,,,,,,,,,,,,""
17176966276,"23 de jan. de 2026, 22:51:56",Evening Workout,Treino,,4057,0,,,false,,,activities/18272303808.tcx.gz,,,4057.0,4057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,205.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17147897045,"23 de jan. de 2026, 09:22:07",T5k |  Regenerativo 🍃,Corrida,"",2166,"5,02",,,false,,Fila Racer Speedzone,activities/18242966750.tcx.gz,,,2166.0,2100.0,5028.9,3.65,2.395,38.1,57.9,748.0,792.8,13.3,-0.4,,,88.0,81.0,,,,281.0,366.0,,,,,,,,,,,,281.0,2167.0,0.0,,0.0,,1.0,5061.8,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.322,1585.4,,,,,0.0,,78.0,114.0,2.41,,,0.0,0.0,,,,,,,,""
17143956891,"22 de jan. de 2026, 22:17:21",Evening Run,Corrida,,782,"2,01",,,false,,Fila Racer Speedzone,activities/18238987282.tcx.gz,,,782.0,782.0,2011.8,3.8,2.573,20.9,9.9,756.1,771.3,18.1,0.6,,,86.0,82.0,,,,315.0,169.0,,,,,,,,,,,,310.0,783.0,,,0.0,,1.0,2080.0,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.573,14.3,,,,,0.0,,34.0,126.0,2.66,,,,,,,,,,,,""
17143800444,"22 de jan. de 2026, 21:11:21","T12k |  60'00""🔥",Corrida,"",3626,"12,03",,,false,,New Balance Propel v5 Propel v5,activities/18238831717.tcx.gz,,,3626.0,3620.0,12032.9,5.3,3.324,97.1,97.9,750.5,803.8,12.5,0.0,,,86.0,83.0,,,,350.0,838.0,,,,,,,,,,,,352.0,3627.0,0.0,,0.0,,1.0,12157.9,,,,,,,,,,,,,,,,26740046.0,,,,,,,,,,,3.319,321.1,,,,,0.0,,206.0,143.0,3.359,,,0.0,0.0,,,,,,,,media/ced0879f-9e36-46ed-b0d4-6bfa17424dc9.jpg
17138276832,"22 de jan. de 2026, 11:52:15",Superiores 🏋️‍♂️,Treinamento com peso,"",3000,0,,,false,,,activities/18233275685.tcx.gz,,,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,250.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17127556476,"21 de jan. de 2026, 13:16:21",costas+bíceps,Treinamento com peso,"",2542,0,,,false,,,activities/18222469105.tcx.gz,,,2542.0,2542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,247.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17114246729,"20 de jan. de 2026, 10:55:14",Morning Weight Training,Treinamento com peso,,3364,0,,,false,,,activities/18209068528.tcx.gz,,,3364.0,3364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,273.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17102763775,"19 de jan. de 2026, 11:12:53",Inferiores 🏋️‍♂️,Treinamento com peso,"",4065,0,,,false,,,activities/18197536028.tcx.gz,,,4065.0,4065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,255.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17098227898,"18 de jan. de 2026, 21:00:09","T10k | Pace 6'00"" 🍃",Corrida,"",3808,"10,36",,,false,,Fila Racer Speedzone,activities/18192944479.tcx.gz,,,3808.0,3597.0,10359.6,4.36,2.88,55.5,67.8,748.0,790.5,7.3,-0.1,,,87.0,83.0,,,,321.0,819.0,,,,,,,,,,,,316.0,3809.0,0.0,,0.0,,1.0,10374.1,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.72,26.1,,,,,0.0,,173.0,128.0,2.884,,,0.0,0.0,,,,,,,,""
17085088451,"17 de jan. de 2026, 18:26:44",costas+bíceps 🏋️‍♂️,Treinamento com peso,"",5484,0,,,false,,,activities/18179612235.tcx.gz,,,5484.0,5484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,468.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17077819841,"17 de jan. de 2026, 08:43:44","T10k | Pace 5'02"" 🔥",Corrida,"",3028,"10,02",,,false,,Fila Racer Speedzone,activities/18172273199.tcx.gz,,,3028.0,3025.0,10022.7,5.28,3.313,103.8,98.5,744.2,804.2,12.5,0.0,,,88.0,85.0,,,,355.0,672.0,,,,,,,,,,,,356.0,3029.0,0.0,,0.0,,1.0,10166.2,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,3.31,1500.0,,,,,0.0,,176.0,145.0,3.361,,,0.0,0.0,,,,,,,,""
17063789827,"15 de jan. de 2026, 22:11:00","T8k | Pace 5'30"" 🌧️",Corrida,"",2627,"8,09",,,false,,Fila Racer T2 T2,activities/18158093043.tcx.gz,,,2627.0,2624.0,8090.8,5.84,3.083,72.6,54.2,776.2,826.0,11.9,0.2,,,89.0,84.0,,,,329.0,580.0,,,,,,,,,,,,331.0,2628.0,0.0,,0.0,,1.0,8228.7,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,3.08,31.9,,,,,0.0,,132.0,135.0,3.136,,,0.0,0.0,,,,,,,,""
17058016351,"15 de jan. de 2026, 11:19:49",peito+tríceps+ombros,Treinamento com peso,"",5592,0,,,false,,,activities/18152297169.tcx.gz,,,5592.0,5592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,322.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17033313623,"13 de jan. de 2026, 10:59:42",Superiores 🏋️‍♂️,Treinamento com peso,"",2744,0,,,false,,,activities/18127426169.tcx.gz,,,2744.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,146.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,media/2fedf988-69a5-4264-a2af-31bec1f28aeb.jpg
17027572696,"12 de jan. de 2026, 20:37:42",Inferiores 🏋️‍♂️,Treinamento com peso,"",3925,0,,,false,,,activities/18121627119.tcx.gz,,,3925.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,234.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
17017692193,"11 de jan. de 2026, 21:15:16",Futebol culposo 😅,Treino,Quando não há intenção de jogar ,6367,0,,,false,,,activities/18111667394.tcx.gz,,,6367.0,6367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,689.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,,,,,""
17005978184,"10 de jan. de 2026, 20:51:23","L21k | Pace 5'25"" 🏃‍♂️",Corrida,"Treino de base 25km
Alvo 5'30""",6948,"21,14",,,false,,Fila Racer T2 T2,activities/18099775982.tcx.gz,,,6948.0,6878.0,21143.8,5.96,3.074,145.2,171.2,719.7,807.2,14.4,-0.1,,,88.0,83.0,,,,334.0,1603.0,,,,,,,,,,,,334.0,6949.0,0.0,,0.0,,1.0,21337.9,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,3.043,328.8,,,,,0.0,,356.0,136.0,3.102,,,0.0,0.0,,,,,,,,""
16977847518,"8 de jan. de 2026, 10:44:06","T8k | Pace 6'00"" 🍃",Corrida,"Treino de base 25km
Em jejum ",2889,"8,01",,,false,,Fila Racer Speedzone,activities/18071400447.tcx.gz,,,2889.0,2883.0,8015.4,4.26,2.78,45.4,68.6,748.3,784.0,22.6,-0.3,,,92.0,84.0,,,,315.0,591.0,,,,,,,,,,,,315.0,2890.0,0.0,,0.0,,1.0,8038.5,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.774,35.2,,,,,0.0,,131.0,128.0,2.788,,,0.0,0.0,,,,,,,,""
16968201905,"7 de jan. de 2026, 13:39:20",costas+bíceps,Treinamento com peso,"",2013,0,,,false,,,activities/18061697182.tcx.gz,,,2013.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,230.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16962525596,"6 de jan. de 2026, 21:09:11","T12k | Pace 6'00"" 🍃",Corrida,Treino de base 25km,4428,"12,02",,,false,,Fila Racer Speedzone,activities/18055946020.tcx.gz,,,4428.0,4421.0,12019.1,5.42,2.719,73.6,108.7,726.5,791.5,33.0,-0.3,,,88.0,82.0,,,,304.0,948.0,,,,,,,,,,,,305.0,4429.0,0.0,,0.0,,1.0,12077.5,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.714,37.1,,,,,0.0,,189.0,124.0,2.732,,,0.0,0.0,,,,,,,,""
16955149942,"6 de jan. de 2026, 11:06:55",peito+tríceps+ombro,Treinamento com peso,"",2558,0,,,false,,,activities/18048509984.tcx.gz,,,2558.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,200.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16949392493,"5 de jan. de 2026, 20:58:45",Abdômen ☠️,Treino,"",1678,0,,,false,,,activities/18042684090.tcx.gz,,,1678.0,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,149.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16949133375,"5 de jan. de 2026, 19:53:38",Inferiores 🏋️‍♂️,Treinamento com peso,"",3808,0,,,false,,,activities/18042425668.tcx.gz,,,3808.0,3808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,""
16944094012,"5 de jan. de 2026, 10:49:31",Primeiro do Ano | 12km Leve 🍃,Corrida,"",4954,"12,50",,,false,,Fila Racer T2 T2,activities/18037360324.tcx.gz,,,4954.0,4629.0,12507.2,3.74,2.702,36.7,39.7,718.5,727.4,36.7,0.0,,,87.0,84.0,,,,309.0,1063.0,,,,,,,,,,,,303.0,4955.0,0.0,,0.0,,1.0,12640.0,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,2.525,0.0,,,,,0.0,,208.0,123.0,2.731,,,0.0,0.0,,,,,,,,""
16924814555,"3 de jan. de 2026, 14:38:01",superiores,Treino,"",3350,0,,,false,,,activities/18017824599.tcx.gz,,,3350.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,152.0,,,,,,,,,7.0,,,,,0.0,107.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,media/1b141091-77ac-4471-a49a-bc2ac4cdb202.jpg
16892261164,"31 de dez. de 2025, 08:34:27",Último do Ano | 21km Longão Leve 🏃‍♂️,Corrida,"",7908,"21,15",,,false,,Fila Racer T2 T2,activities/17984785572.tcx.gz,,,7908.0,7146.0,21157.6,3.94,2.961,109.9,107.6,276.7,333.6,11.3,0.0,,,84.0,78.0,,,,326.0,1725.0,,,,,,,,,,,,318.0,7901.0,0.0,,0.0,,1.0,21263.9,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,2.675,1429.2,,,,,0.0,,365.0,129.0,2.976,,,0.0,,,,,,,,,""
16888453780,"30 de dez. de 2025, 20:59:35","T10k | Pace 6'00"" 🍃",Corrida,"",3558,"10,01",,,false,,Fila Racer T2 T2,activities/17980906280.tcx.gz,,,3558.0,3558.0,10013.0,3.77,2.814,22.8,27.9,296.2,301.9,12.8,0.0,,,82.0,79.0,,,,308.0,729.0,,,,,,,,,,,,308.0,3559.0,0.0,,0.0,,1.0,10059.9,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,2.814,10013.5,,,,,0.0,,154.0,125.0,2.827,,,0.0,,,,,,,,,""
16883500916,"30 de dez. de 2025, 11:40:45",costas+bíceps 🏋️‍♂️,Treino,"",4946,0,,,false,,,activities/17975893410.tcx.gz,,,4946.0,4946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,274.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16878340648,"29 de dez. de 2025, 21:11:44",T25k - Regenerativo 🍃🚴‍♂️,Pedalada,"",4649,"25,02",,,false,,,activities/17970654299.tcx.gz,,,4649.0,4138.0,25025.5,9.46,6.048,126.2,130.7,265.7,346.0,23.6,0.0,,,,,,,,82.0,649.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.383,3009.7,,,,,0.0,,,,,,,1.0,,,,,,,,,media/a4131215-5400-4b0d-bf43-af44c55fdeee.jpg|media/02150604-a63e-4804-ae97-35ceff623d35.jpg|media/808dc49c-c595-47d0-ab3c-2ec61ca01a72.jpg|media/a5cac5f0-98a3-4ada-8579-8d462cadb2d9.jpg|media/5a06fa8d-a6df-415c-8ba8-d1c73ba552c1.jpg|media/6f75ce36-385a-492d-be4d-fec0b8811c96.mp4
16874044467,"29 de dez. de 2025, 12:42:42",peito+tríceps+ombros 🏋️‍♂️,Treino,"",4506,0,,,false,,,activities/17966317266.tcx.gz,,,4506.0,4506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,301.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16862357833,"28 de dez. de 2025, 09:34:43",RP nos 15km! 1h 14min | FestRun Prudente,Corrida,"",4502,"15,48",,,false,,Fila Racer T2 T2,activities/17954415407.tcx.gz,,,4502.0,4484.0,15485.5,5.267,3.454,145.3,148.3,401.9,454.3,23.8,0.0,,,82.0,79.0,,,,352.0,1009.0,,,,,,,,,8.0,,,351.0,4503.0,0.0,193.0,0.0,,1.0,15748.0,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,3.44,11959.8,,,,,0.0,,255.0,143.0,3.512,,,0.0,,,,,,,,,media/ec9e08f7-b134-4526-8a80-b68230ee4709.jpg|media/5512a09f-9039-4c25-ba64-837ee7fbff47.jpg|media/bbe54b2c-212c-4cb0-9958-284e03def6e5.jpg|media/d0c1e299-7e82-4efb-bae1-6639b24bbe1a.jpg
16854299876,"27 de dez. de 2025, 12:39:44",Superiores 🏋️‍♂️,Treino,"",3439,0,,,false,,,activities/17946198751.tcx.gz,,,3439.0,3439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16849411318,"26 de dez. de 2025, 21:44:14",T15k | Presidente Epitácio City 🏃‍♂️,Corrida,"",7841,"15,01",,,false,,Fila Racer T2 T2,activities/17941210027.tcx.gz,,,7841.0,6731.0,15009.1,3.88,2.23,66.9,67.0,270.9,315.2,25.0,0.0,,,83.0,68.0,,,,217.0,1078.0,,,,,,,,,,,,258.0,7408.0,0.0,,0.0,,1.0,15091.4,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,1.914,3038.4,,,,,0.0,,226.0,105.0,2.242,,,0.0,,,,,,,,,""
16836799409,"25 de dez. de 2025, 10:46:52","T10k | Pace 5'20"" 🏃‍♂️",Corrida,"",3156,"10,01",,,false,,New Balance Propel v5 Propel v5,activities/17928352881.tcx.gz,,,3156.0,3150.0,10017.6,5.16,3.18,54.5,63.6,752.9,777.8,39.0,-0.1,,,79.0,76.0,,,,332.0,720.0,,,,,,,,,,,,333.0,3157.0,0.0,,0.0,,1.0,10143.7,,,,,,,,,,,,,,,,26740046.0,,,,,,,,,,,3.174,235.2,,,,,0.0,,160.0,135.0,3.22,,,0.0,,,,,,,,,media/d4bf52a7-2a07-49eb-a964-1a83915fd489.jpg
16836799068,"25 de dez. de 2025, 10:40:15",Morning Run,Corrida,,351,"1,02",,,false,,Fila Racer Speedzone,activities/17928352754.tcx.gz,,,351.0,351.0,1023.4,4.4,2.916,7.1,12.1,775.8,787.9,8.4,-0.5,,,86.0,84.0,,,,312.0,58.0,,,,,,,,,,,,303.0,352.0,,,0.0,,1.0,1027.4,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.916,0.0,,,,,0.0,,14.0,123.0,2.927,,,,,,,,,,,,""
16832782319,"24 de dez. de 2025, 20:59:22","T8k | Pace 6'00"" 🌿",Corrida,"",2927,"8,03",,,false,,Fila Racer Speedzone,activities/17924238637.tcx.gz,,,2927.0,2922.0,8033.5,4.2,2.749,86.8,84.2,751.4,787.2,47.3,0.0,,,83.0,79.0,,,,301.0,604.0,,,,,,,,,,,,304.0,2928.0,,,0.0,,1.0,8275.4,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.745,653.6,,,,,0.0,,124.0,124.0,2.832,,,0.0,,,,,,,,,""
16828795708,"24 de dez. de 2025, 11:46:02",costas+bíceps 🏋️‍♂️,Treino,"",2707,0,,,false,,,activities/17920204694.tcx.gz,,,2707.0,2707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,237.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16823491465,"23 de dez. de 2025, 19:35:30",peito+triceps 🏋️‍♂️,Treino,"",3890,0,,,false,,,activities/17914820378.tcx.gz,,,3890.0,3890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,278.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16818918351,"23 de dez. de 2025, 10:54:48","T8k | Pace 4'40"" 🔥 - Arena Pacaembu",Corrida,"",2144,"8,09",,,false,,New Balance Propel v5 Propel v5,activities/17910208002.tcx.gz,,,2144.0,2140.0,8098.3,4.9,3.784,93.6,94.4,764.3,775.0,38.1,0.0,,,90.0,83.0,,,,,672.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8433.0,,,,,,,,,,,,,,,,26740046.0,,,,,,,,,,,3.777,0.0,,,,,0.0,,,,3.932,,,0.0,,,,,,,,,""
16818543560,"22 de dez. de 2025, 11:20:17",superiores+abdômen🏋️‍♂️,Treino,"",4533,0,,,false,,,activities/17909829788.tcx.gz,,,4533.0,4533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,428.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16806588239,"21 de dez. de 2025, 21:24:23","T12k | Pace 5'00"" 🎯",Corrida,"",3613,"12,29",,,false,,New Balance Propel v5 Propel v5,activities/17897735978.tcx.gz,,,3613.0,3609.0,12295.8,5.0,3.407,90.4,103.8,740.7,791.9,39.8,-0.1,,,84.0,78.0,,,,360.0,854.0,,,,,,,,,,,,360.0,3614.0,0.0,,0.0,,1.0,12445.9,,,,,,,,,,,,,,,,26740046.0,,,,,,,,,,,3.403,2188.2,,,,,0.0,,214.0,146.0,3.449,,,0.0,,,,,,,,,""
16806266027,"21 de dez. de 2025, 21:16:11",Evening Run,Corrida,,462,"1,36",,,false,,Fila Racer Speedzone,activities/17897409677.tcx.gz,,,462.0,462.0,1362.6,4.1,2.949,22.3,22.7,772.6,795.3,8.4,-0.1,,,83.0,81.0,,,,319.0,95.0,,,,,,,,,,,,317.0,463.0,,,0.0,,1.0,1396.6,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.949,0.0,,,,,0.0,,21.0,129.0,3.023,,,,,,,,,,,,""
16797200366,"20 de dez. de 2025, 21:34:26","T8k | Pace 6'00"" 🍃",Corrida,"",2879,"8,01",,,false,,Fila Racer Speedzone,activities/17888203722.tcx.gz,,,2879.0,2869.0,8018.8,4.08,2.795,78.2,90.9,742.6,782.2,39.6,-0.2,,,83.0,80.0,,,,315.0,615.0,,,,,,,,,,,,315.0,2880.0,,,0.0,,1.0,8275.8,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.785,29.3,,,,,0.0,,131.0,128.0,2.885,,,0.0,,,,,,,,,""
16788205270,"19 de dez. de 2025, 22:17:27",Desaquecimento,Corrida,"",611,"1,69",,,false,,Fila Racer Speedzone,activities/17879032960.tcx.gz,,,611.0,605.0,1689.8,3.54,2.793,26.9,15.3,743.9,759.7,21.6,0.8,,,83.0,79.0,,,,322.0,145.0,,,,,,,,,,,,315.0,612.0,,,0.0,,1.0,1775.4,,,,,,,,,,,,,,,,23620613.0,,,,,,,,,,,2.766,0.0,,,,,0.0,,27.0,128.0,2.935,,,0.0,,,,,,,,,""
16788137499,"19 de dez. de 2025, 21:25:16","T10k | Pace 5'00"" 🎯",Corrida,"",3017,"10,03",,,false,,Fila Racer T2 T2,activities/17878963378.tcx.gz,,,3017.0,2970.0,10030.4,4.66,3.377,65.1,84.0,752.1,794.8,28.9,-0.2,,,80.0,77.0,,,,357.0,692.0,,,,,,,,,,,,355.0,3018.0,0.0,,0.0,,1.0,10141.4,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,3.325,1578.8,,,,,0.0,,174.0,144.0,3.415,,,0.0,,,,,,,,,media/31ad1e7c-d163-4c40-b01c-e39ca86dcc74.jpg
16775083940,"18 de dez. de 2025, 10:04:31",Progressão de ritmo,Corrida,"",3078,"10,04",,,false,,Fila Racer T2 T2,activities/17865771605.tcx.gz,,,3078.0,3067.0,10040.4,4.8,3.274,92.5,98.2,745.8,790.0,32.0,-0.1,,,81.0,77.0,,,,351.0,695.0,,,,,,,,,,,,353.0,3079.0,0.0,,0.0,,1.0,10185.1,,,,,,,,,,,,,,,,19912724.0,,,,,,,,,,,3.262,1504.9,,,,,0.0,,175.0,143.0,3.321,,,0.0,,,,,,,,,""
